name,,source,comments
@FlyWithMe_666,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgzNx9PS4NAGR2ZVVR94AaABAg&pp=0gcJCSMANpG00pGi,what a freak show
@ordinarycitizen-v5n,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugx-ngGbmUC613TGhKR4AaABAg,"TACO Don. The best way to shut him up is to ignore him completely. How is increasing tariffs that the US people have to pay for such a thing. Ignore him completely. If American companies want what other countries manufacture, let the US eat the tariffs. TACO Don's 90 deals in 90 days is a bust at 0 deals in 90 days. Well done TACO Don."
@Howardg516,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgyuM3mrBHcHeKtHFEB4AaABAg,"Trump economic policies  could certainly lead to significant economic consequences for the U.S, I’m really concerned about how the current economic crisis and rising inflation have really taken a toll on my portfolio. It's becoming quite worrisome, especially at my age."
@jeffreynicol8287,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgzJiV6gyTS75b6PfrN4AaABAg,Thought Diaper Don had all the cards?
@FunkMaster-r7g,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgwiyR0KGFUfc9-4qf14AaABAg&pp=0gcJCSMANpG00pGi,how about going after the root cause: giant corporations getting tax breaks and bail outs and they move production out of the usa anyways
@raymondrosales9162,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgxiZyQ3XtGCk-Q_fUR4AaABAg,That's how you send signal to trading friends
@gabrielolvera7000,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugx4CSjUFX596Qv_Nip4AaABAg,"Yes, tariffs can significantly hurt small businesses. Imposing tariffs on imported goods increases costs for businesses that rely on those imports, potentially forcing them to raise prices, reduce profits, or even shut down. Small businesses often operate on tighter margins than larger corporations and may lack the resources to absorb these cost increases or quickly adapt to new supply chains."
@Monstro-i8q,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgxK8CBDl6SrVgNud7B4AaABAg,"The orange clown letters are being ignored so much like never before, like we've never seen, etc."
@EyesNeon,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugw33WBQIZn5doeCPZp4AaABAg,Got to have a special tariff for any American company that leaves to avoid tariffs.
@matthewcook9404,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgwGmnVxH9mqvd_1dGt4AaABAg,"So, to get this clear in my head, a Trump trade deal is ….. ( checks notes ) ……. a letter ?!?!"
@spelunkerd,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugzu4xVI9ZFzz-I-2V54AaABAg,"American consumers should be alarmed that their government is doing what it can to get a piece of everything imported. If you aren't convinced that this will be deeply inflationary, you're not paying attention."
@rollandphaneuf2793,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugw_RnWHPSCTd3zrn3x4AaABAg,"Canada: Our first delivery of natural gas is destined for Asia. Oddly enough, some American customers have already asked us to absorb the tariffs. They now complain that we are selling for more profit. In three years or less, we will refine the oil ourselves for Canada and sell it all over the world. Previously, we sold it to the United States. They have added a 10% tariff (tax) on the oil we sell them at a discount."
@beautifulloser8074,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgxQl2CZEUqTFiJ4fKh4AaABAg,I don't know why she's showing those signed papers. Like she's proud of something that doesn't mean anything.
@T.R-t4r,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgxirAJyhHqgx24r3Eh4AaABAg&pp=0gcJCSMANpG00pGi,Sorry Mr. president. We have summer holidays in Europe. Could you please postpone the deadline till the end of September?
@raizin4307,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgwCQxPlmvdvD4pJh2d4AaABAg&pp=0gcJCSMANpG00pGi,I was surprised. Attacks from allies hurt more than attacks from enemies.
@Explorer_Manuda1889,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugx-l818Ytq6bo_iIwp4AaABAg,A world famous news channel.
@montemccarty6512,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgxbmBwwiximZUZ5_cd4AaABAg,"Ladies and gentlemen, president taco"
@strangetrip837,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugyl7nYX17MnmuPE8VZ4AaABAg,Why the hell does the UK want deals with this bunch? Back to EU now!
@codswallop164,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgyNgj8hhev7iId2IUZ4AaABAg,The Trumpstein files didn't Clinton themselves.
@petrusromanus3790,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgzQP3ZT5aUO7eIy0At4AaABAg,Revenge tariffs and tariff retaliation coming soon. It could be either trade without tariff or no trade between nations in respond to US tariffs.
@kevinwellwrought2024,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugz0sL-8teAFHBytO4d4AaABAg,Trump comparing himself with Truman really hurts Japan
@Michael-c8b6v,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgypzhP8YOcIHFiaaEV4AaABAg,Taco
@mrjoshua1983,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugz8FYVUTSRvJkTdDht4AaABAg,It’s taco Tuesday!
@unicornsquad8009,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgzAqT9ayqp3Mag3KXh4AaABAg,Assuming every administration may have a different trade strategy. How country trade deals look based on 4 year administration terms?
@fragout9575,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgwrGM32VB0ZCZi5aTV4AaABAg,Taco seasoning!!! Mmm mmm good!!!
@tonycavanagh1929,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgyPDAEGWMIRwMueFK54AaABAg,No never what a surprise.
@LorikDemiri-p1t,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgzlqhqgnkeW8fnhN1V4AaABAg,This video randomly popped up and I m glad it did
@powlly5738,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgzlD_ign8XOJGOuqHN4AaABAg,Goodness! Will we be going through this every day for the next 4 years
@festuspendaasino2010,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugz7e87WqPn1kS2WYrN4AaABAg,Madness. It is true the palace does become a a circus
@fahmad7194,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugy7o88duhEVoFPfahx4AaABAg&pp=0gcJCSMANpG00pGi,Tell him to tariff Texas floods
@Sliceoflife-5,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugx3Kt_cl0alI7Bb11x4AaABAg&pp=0gcJCSMANpG00pGi,"Everything is a show filled with drama, everything is a negotiation that will be agreed apron, then renegotiated at his whim. He’s just an exhausting media hog."
@wqewqseasda,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugwvfyvb5Z9lZ4HRPh94AaABAg,they mad they can inside trade anymore
@HighTeaWithTheQueen,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgwYVYO_S6LJUpVbyRF4AaABAg,"It was US BS-ing, the phone was not ringing hot.. there were only cricket sounds (the sound of silence)."
@inaverysmallroom,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugx7g14hNKhkjMlSMj94AaABAg,A child’s crayon signature
@jessegannon8686,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgwNHdrtLimBOPpSfC54AaABAg,If you needed more proof that a tariff is just a tax then look no further.
@bleaujos9927,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugx-ItTtKGw41z18XMh4AaABAg,And the winner of the tariff lottery is ………. : Russia !!!
@rriqueno,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugxs75wmL9xqgEdgdJ14AaABAg,On August 1 we will know the new final deadline.
@Dheenadayalan-wp3nv,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgyRGwuhNijPAHG607d4AaABAg,"All at the same time, Weaponisation of Dollar, Reciprocal Tariffs, Sanctions and forcing American brands on other countries (which can hardly win anything at its home). No more cards left out to play in future.  World should see this as an opportunity and try to come out strong with self dependence and gold currency."
@mariep4018,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgwP-OeQHgWBQNq9UoR4AaABAg,Yeah right
@McD-j5r,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugwl_no_HQCxiP6QU-h4AaABAg,"Trump needs to go something for the seniors URGENT, but I don’t think he will. He is an oligarch."
@TheKkpop1,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgzCwQdIlMCyAxJZ8AZ4AaABAg,How would TACO response if the world impose reciprocal tariffs on American exports?
@zenzen1916,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgyPKmcAxZ5htT4CQzd4AaABAg,".."" dear Mr Japin, send money, or Okinawa becomes a gulf resort! Love, DJT""!"
@hugofdelaguila,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgyyiIeHTKsNWYM7d0x4AaABAg,TACO. TACO. TACO..... Extensions and more extensions ...... Hahaha
@andiemargosutjahjo2860,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgzN4ET6CnmjZTRdgeB4AaABAg,Trump keeps moving the goal post.  LOL
@Walter-jv5kr,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgwNqOffwTJp0b_b9Et4AaABAg,"Is Tuesday, Taco time."
@tony18662,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgxCNbYTw5Tqx4XP1Gl4AaABAg,To reward USA with a trade deal that can be broken next day would be utterly stupid and pointless.
@hendrik8953,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgzazhF3uBnlOJM6UrF4AaABAg,"like his music from village people goes: taco, taco man..."
@onenote6619,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugyiw0dROvdHf9zZI_14AaABAg,More money for the TACO trade.
@jfvr0502,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugze-ZKVmGLU3M-SPJR4AaABAg,Taco being Taco
@impactodelsurenterprise2440,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgwfexhkPG2rMn_7d3F4AaABAg,Lol bullying 7 nobody countries with new tariffs.
@CHARIOTangler,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugx2lnP9FVVF0QsQWap4AaABAg,You can always count on TACO to be TACO.
@markloubser2433,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgyR8Pb1wxWX6VUSqQt4AaABAg,"The supplier country isn't 'getting hit' with tariffs, the american importer is......."
@amershahzad8016,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgwRE5qFy9i3e-0fp714AaABAg,Very good Very Think.s
@Change-xp2ts,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgwI1ajTZO-xfcY6TUJ4AaABAg,Why delay ?? Just go for it...chicken out again!!!!
@amerikalast,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgwEYBBZ4pIBO5KLJJJ4AaABAg,Where are Americans going to get TVs from? Every country can call his bluff and the US fails.
@AidenSShin,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgwsvRMTlcXttMhYBO54AaABAg,Why Trump puts a knife on his own country?
@davidgiles9651,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgwVAYtpRXZMbs0eLD94AaABAg,14 out of the 200 HE KEEPS YAPPING AND SCREAMING ABOUT ??
@charliegould7829,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgywgTqnvE9-x8ArJyd4AaABAg,Whats going to happen on August 1st when no countries have contacted Trump to make a deal?
@falcongray-yc3up,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgxGi71hBiRpLLOEy0N4AaABAg,Okay after a few delays.....
@harryniedecken5321,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgxrW_y-EsMRGguVxaB4AaABAg,I really wish that Mr. Trump would just put the tariffs in place and move on to the next project.
@GlennRoyes,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugx1onxr4J6PIZzGOmV4AaABAg&pp=0gcJCSMANpG00pGi,"Wow blondie has found out what paper is. Go you good thing, next you'll know what a ️ does"
@KathyRowsell,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgzYq735Kr2JzyWxGB54AaABAg,He is planning major ship building.  He won't have enough American steel to do that. Australia and Canada have 50% tariffs on steel. Expensive ships?
@johnjames7332,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgyVLCikaTOgZLxAPGp4AaABAg,Trump is so awesome it's unreal.  The UK loves you President Trump
@sisakhoza4739,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugz2fPdKv-18eXUXK6J4AaABAg,"South African local politics is already full of others things, we’ll come back to this one now now"
@kellonhagley,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugyjq51MEFj18PdzIw94AaABAg,Trump get a Nobel prize for stupidity
@samT1227,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugy7FWszA1GakJlc-LR4AaABAg,It's Taco   Tuesday
@VidarLund-k5q,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgwssW7GyjKUSZrTzpZ4AaABAg,"""Undecided"" is TACO's middle name."
@rajantrs1,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgzpfdxwwIPyuZJNZb94AaABAg,"Does the middle initial in DJT stand for ""Joker""...?"
@tilaman3,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugw9-j41fSzgAboZXOh4AaABAg,Cards!!! All jokers!!
@roywilson4360,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgznxNm3t1i_rJ4qGWJ4AaABAg,"I'm hungry, who wants a ?"
@Pkw4js,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgxyKOlQAdD6VWIp1_94AaABAg,Art of the deal.
@cris471,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugzx5CHQU4oxPEQJC_B4AaABAg,"I love TACO but Mexican ones, not the orange American one"
@akash3464,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugwt9wE59IO8t5CEl894AaABAg,"Name's Trump, Donald Joker Trump"
@sebastianespinosa6678,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugx25ZRRqW3TajX3TpZ4AaABAg,Taco
@GS8527,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugw6uxOxYZaDizmzL9x4AaABAg,Countries reaction to TACO's threatening letter: 🫢...and you are making American citizens to pay for your tariffs......and MAGA believe other countries are paying the tariffs...
@gregthewalnut603,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgxMK1hIjokA8zjphg94AaABAg,we’ve got to write them all down in a list. The back-downs
@Sheik__Yerbouti,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgwklVGN9AbI1fGKwWp4AaABAg,"Imagine living in a country that borrows billions from the rest of the world, then turns around and positions itself as the moral authority on global finance."
@jakesuperglide,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgyxULaXsAKd3qCH8zJ4AaABAg,Could somebody explain to the Republican president that other countries will not come to the negotiating table because you threatened to raise prices for your own country citizens other countries are like why are you punching yourself in the face
@danielmswan777,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgxKOeUkzXEJ0FLOTeF4AaABAg,You already have stuck with the paperwork
@PaulMurphyOnline,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugxsj95NdtaXuWNZAnZ4AaABAg,US consumers will feel the pain. Not other countries. This is the biggest own goal in the history of the USA.
@taurussian4591,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugxk55rMHC0iiJZo8a14AaABAg,Here comes crazy
@xtscarfacem8255,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgxM4Qz9liYMQmhi4HF4AaABAg,he is so right. Its ridiculous how trump communicates with world leaders.
@JojoJoget,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgysYICJHt_MXMUpbxB4AaABAg,Taco doing Taco things
@aaregiel,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugz8Eru_WPM1PIPhTPZ4AaABAg,"Stop lying, the US isn't taxing other countries, that's not how tariffs work. The US is taxing the importing companies, which directly leads to higher prices for US cosumers who are paying for these tariffs in the end."
@thomasevans6716,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgyHQALH8YmEWT5SJRt4AaABAg,TACO MAN.  CHIC CHIC CHICKE5
@latymz,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgwLmYEg9YQCYaG_7UF4AaABAg,TACO  TUESDAY. Lol .
@Trendkilla,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgwE-lLBhd2p7acUZPF4AaABAg,"Hold out and the old orange liver spottet hands will start to shake, as always."
@Hidinginthetreeline,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugw7Xfx0lKfiB_uoKiZ4AaABAg,Funny how there are no tariffs on Russia.
@sccm100,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgxqBJHUZR_U6kukpV54AaABAg,Two week Dom
@bial3436,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugx0xG_sxFio3K2dqcp4AaABAg,There will be another TACO moment before end of July.
@syung8754,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugy7inAG30c9JE2WIDF4AaABAg,But it's okay to form an anti US  coalition but not to increase tarrifs?
@JayGnG,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgyqVcRmHUEXPcLFuKl4AaABAg,100% tariffs on brasil pls
@KentuckyControl,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgxyIkKZ5Dkl8daj2gp4AaABAg,Just another TACO Day?
@MrJSyer,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugx2unaQwem4M_66p7B4AaABAg&pp=0gcJCSMANpG00pGi,"no one is aligning ""against the USA"". USA is isolating itself. Other countries need to look for stable, more friendly business partners."
@spunout6686,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgzThxjVIol_lgwHLRF4AaABAg,Of course TACO delayed the tariffs.  Again.  I don't know if calling him a chicken is appropriate.  Chickens have a spine.
@beautifulloser8074,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgyXr94fdhbZF-BKLSF4AaABAg,Taco Tuesday everybody....
@user-bl9fj7kf1s,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgxnrWFAsc2V5ZEwcwB4AaABAg,How many more cards does he have?
@scottduke2809,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugzcu53NzMx26oD2i7B4AaABAg,What a joke we are here in the US
@lp8277,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugxes2OIYwklHF94oFV4AaABAg,Umm... but we Japan are always on Trump side...
@lopsangngodupbhutia1053,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugz05Q0OWiuirGA2Ia54AaABAg,"All anti US is a sign of freedom, , justice, development and Peace."
@GeorgeForman-i9t,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugwu58_wgMEDgOucZkR4AaABAg,"Levies on foriegn firms?  OK what ever... If it's on those operating on us soil... Nice job, more reason for them to invest  Bros out of his mind"
@davidhampson-g3n,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgxItPpxJQWq1MzfPkJ4AaABAg,100% for us in the UK please Donald
@Anglosaxon8954,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugyt43z7iIZjsKuowgh4AaABAg,If his mouth is moving he’s lying .
@purler888,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgxZdS_3hcjgzw3lNkJ4AaABAg,You know when they extend deadlines that just means they're desperate.
@shankarbalakrishnan2360,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgwwOQoOcMp0HZayRxR4AaABAg,Earth doesnt change for u u change Earth
@josephhudson9589,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgyKfcfwRkW4EkFEXmt4AaABAg,TACO!
@kimmogensen4888,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugx3A7er8qlNghFBZft4AaABAg,"I’ve already stopped buying anything American, don’t care about alternatives might be more expensive."
@deltanu3330,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgychRvcgJ_7jojfcVZ4AaABAg,American consumers will pay the cost of the tariff.
@a4kata40,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgzW6EGvtkhA27shT894AaABAg&pp=0gcJCSMANpG00pGi,This documents are the same with the same text . What a joke is the US
@deadhead6966,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgwyG3pTJU-xqY1Hu714AaABAg,What? So he is doing terrifs but not doing them? What?
@DBEdwards,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgwXsho_VAnLVTWwGUJ4AaABAg,I like your jacket dear.
@asrranasooriya,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgyCVvwAOIJvghHSZEp4AaABAg,Favour for My country Sri Lanka
@monero892,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgxxO4U7UN27kDwcOiN4AaABAg,Today is Taco Tuesday
@greatlambrini8722,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgwT2Gs-LVZLvjUIZap4AaABAg&pp=0gcJCSMANpG00pGi,Create chaos and you can get away with anything behind the scenes.
@sponge-bob-square,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgyvoH0SIOaVknJaATB4AaABAg,ALL THESE TAXES ARE ON AMERICANS
@ewilliams-x7v,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgxqNazS5JsO-Fv8Rwh4AaABAg,Uk should be doing the same we have little to no manufacturing due to constant imports from countries that use slave labour
@parandhamanmargan9527,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgyCAhhau8mPAwCvXKp4AaABAg&pp=0gcJCSMANpG00pGi,Trump Tarrifs vs iPhone release which has features
@sarahsokal,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgxjWecOWqvs5cZi6JR4AaABAg,No one will want to do business with a bully ? Would would they? Look I am Canadian & I want nothing to do with Trump's USA..perhaps the country will come to their senses when Trump is gone.
@mohamedfalouh2002,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgynO67riWWlx4P-XHt4AaABAg,Merci .Thank you .Presidente Trump J Donald and Secretary Karoline .GodMorining Auguri .je suis a casablanca Maroc .Trebunal ..
@jz261,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugz8s0oi0R7Smziyko94AaABAg,Taco Tuesday coming early
@IceAge-t5w,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgwTSUOlQZkg-naEeZV4AaABAg,What about Tomorrow ?
@erics7226,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugy1v8eHFV-DCQ6whCp4AaABAg,"Remember,  anti-US tariffs are good.   US tariffs are bad."
@saltireeire5775,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgyGiIiXTwvYD9-sfa54AaABAg,TACO TUESDAY EVERYONE
@ngantrinh7819,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgyOw_PvOKZ8sg4gQ1Z4AaABAg,Who else is here before this blows up
@904Hurricane,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugz7hxZJA4y3JU7Lrc14AaABAg,TACO
@Mikomido5,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugw-cIxUKJNuPWg-EwF4AaABAg&pp=0gcJCSMANpG00pGi,Good time to save my money and not spend until tariffs are lifted. These tariffs are going to cause a recession.
@goyasolidar,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgxoYgyepbpJc7w9a_R4AaABAg,His obituary can't come soon enough.
@MasterKenfucius,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgxDM0_0GqJ4JqQn-2N4AaABAg,LET'S GO TACO!!!
@vandibox,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgzI1NCKOU3b1-32sDd4AaABAg,ITS TACO TUESDAY ARREEEEEEEEBA
@davewhite3629,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgwqThj_EB2m2TZN98V4AaABAg,With friends like America who needs enemies
@Ryan125y,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugy2blW8jiobOgheH_V4AaABAg,90 day delay + 1 month delay.  But that's it Trump posted letters on social media
@CyborgZeta,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugw0txL6n1LhmaFSbcl4AaABAg,"Extremely rude and disrespectful ""letters"", but sadly nothing new with Trump."
@etiennetjonsjoesjoe7822,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgzhVllZtmAnuXkUau94AaABAg,"If the most important countries unite, then he cannot divide and rule"
@JohnSog,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgwAnNh-LXQcGmH3H1N4AaABAg,"Stock market thinks he's gonna TACO. Barely down yesterday, up again today."
@rehamanshaik8155,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugx_mJgg608hy0Z0jeR4AaABAg,Shame on you
@breakfast00club..11,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgyI2iyn9E-h_opb_TF4AaABAg,Everyone Trump
@Gregory-fl6io,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgyamOIIqRWd7feMF1F4AaABAg,TACO
@seanbumstead1250,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgzTbCuKL2lLS23GAhR4AaABAg,TACO
@Moosyoutube,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgxXx6tnJ8dQ9JRiZF14AaABAg,It is TACO Tuesday
@forgettmenot,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgymHwt1OT6yqM_8rT94AaABAg,It's not even a circus anymore - just an overfunded one-man stand up comedy show.
@FawazShalan,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugzy3ZsZip40tyiDJtp4AaABAg,"I have seen many letters in my life, but Trump’s letters are truly “beautiful”. There’s never been anything like it…"
@satyakumra1744,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgxXGPBZ9A_lg5Ynm7J4AaABAg&pp=0gcJCSMANpG00pGi,TACO Trump is doing what he is good at  ... Pisaing every one off
@anti-mankini,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugwcy1zs-4BizZjeUX54AaABAg,And  the Biggest Prat on the Planet Award goes to ......
@davidgiles9651,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugxd4GMuidZQZda9egx4AaABAg,"DAY ONE HAS MOVED, AGAIN"
@Averagetim,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgxPDsNme_EW-kiY_7V4AaABAg,Trump is going to complain that he needs another term because of all the delays
@dougsmo6960,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgxNr9NEp3DGdGtx-S54AaABAg,"Letters...he's sending letters. Who does this? What kind of leader does this? He can't make ""deals"", he can't negotiate so he sends letters? He is making us look so stupid in America."
@Cn147-gp5,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugx-bfRT69FFhxMJ16N4AaABAg,TACO balls
@MilankaMilosevic-l4u,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=UgywaqYNOWK-mK1zJ2Z4AaABAg,"""Tom Dellays"""
@rachelehosten1323,,https://www.youtube.com/watch?v=GjRA1ODmLG8&lc=Ugyr7XmFUjNh0RmoOBx4AaABAg,As if bullies and dictators take advice…just saying….what did they expect?!
