name,,source,comments
@jermelpurse3018,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugx5Up_3n4VAXBi7YA54AaABAg,"It is legal for children to work on farms in America. I don’t know why these people keep acting as if it’s not. It’s perfectly legal for a child to work on a farm in America. We made that law decades ago. Now you can argue we shouldn’t have, but it is the law of the land that a child can work on a farm and help mommy and daddyor by themselves. It’s perfectly legal and all 50 states."
@kelseywillow8110,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgyRGZRZHfwTISFoW6V4AaABAg,"The way America treats people is disturbing but than again we have seen it before..Japan camps, Guantanamo Bay, one of the few countries with death penalty…it makes people cruel. No basic human rights,  almost like they live in the 50s."
@4touchdownsinonegame178,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgybGBWMHhw5QeuIvbN4AaABAg,This woman from Fox is evil. She comes out on the Greg Gutfeld low energy show.
@dougbrinklow9979,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgxladF4ZjkonuxZ1xJ4AaABAg&pp=0gcJCSMANpG00pGi,"What good does it do to be in the Country legally, when even the legal ones are getting deported?"
@grtone99,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugy-yXbYQfVFOQ_K8il4AaABAg,Can't take Jillian Michaels seriously in this discussion.  What a disappointment she's become.
@GirlGoneAbroad85,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgzCvA3x4bAwTu5hwhZ4AaABAg,Can we give Tom Homan subtitles while he's talking about accents.
@AaronKiker,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgzPns8lO0BVBK3xYmJ4AaABAg,America is actually not turning on the immigration laws they voted for with Trump. Cmon .. 8/10. I just absolutely dont buy that at all.
@TerryCaldwell-e1n,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgyvRz3uvB9tYCFw6554AaABAg,What is so difficult about wanting to enforce legal immigration?
@James-T-Kirk,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgzcxAwfwdxLJg-KnNd4AaABAg,"Jillian doesn’t know American labor laws, kids work on egg farms too."
@Megapolon2,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgxDrl9Kresjy-PQ-kB4AaABAg,"How about dealing with immigration how Obama did it and improve on it, as there can always be improvment on how it is enforced.  Both Biden AND Trump have dealt with this issue in extreme ways..."
@Smurftastic69,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugx861FiAiTjapIaqkl4AaABAg,Jillian just came on the show for attention.
@julienmercier2114,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgxUw5lHNGIUmoG6r7l4AaABAg,"Since his policies are cruel and not based on real safety issues, it’s understandable that people are becoming skeptical. This concentration camp in alligator Alcatraz is particularly despicable."
@IGOBYTHENAMELOVE,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugyvof3xpAZgZbwmb5N4AaABAg,That’s bs who are they really polling ? Immigrants?
@davidguelette7036,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgzedH3rwh_p9Sc-VQp4AaABAg,The countries living in immigration reality are kicking our ass economically.
@richardm4825,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugx220RXZBZg4sBe4Ux4AaABAg,Trump now has his own Gestapo force nationwide. What happened to America?
@brandonsilva1903,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugz1lPF9rOgPjtUFw1N4AaABAg,They have even deported elderly parents who would now have to wait in Mexico 10 years before they could see their children again.
@MissLille,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgyTCA-oro-LvJQs5mh4AaABAg,If these polls are accurate then I am relieved to know Americans do not like cruelty against people who are simply working to grow the food we eat.
@weije093,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugz-5HrIJ4XHNkWf8ZV4AaABAg,"In a country consisting emigrants, people voted for no emigrants. Not only that... The president is a german ....while his wife is from Slovenia..."
@MrMetro-mt5qv,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgzDU5NKot7JsTjNFOh4AaABAg,Trump’s overall approval rating is garbage.
@nightowl6260,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugz9RXulbaAyxDdP3A14AaABAg,"If corporate america had wanted to close the southern border, it would have been done decades ago."
@hgfku-tn6hb,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgwJ7XavQOT6QJEj3h14AaABAg,Harbouring illegal immigrants is unlawful and very risky
@Dutchfr1908-d3d,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgwDjSnkV-YqGMRzJqR4AaABAg,I think this is about the only topic that most americans probably support. weird to use this as newstopic.
@nightowl6260,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugz9RXulbaAyxDdP3A14AaABAg,"If corporate america had wanted to close the southern border, it would have been done decades ago."
@hgfku-tn6hb,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgwJ7XavQOT6QJEj3h14AaABAg,Harbouring illegal immigrants is unlawful and very risky
@Dutchfr1908-d3d,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgwDjSnkV-YqGMRzJqR4AaABAg,I think this is about the only topic that most americans probably support. weird to use this as newstopic.
@bobbykern6337,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgwVa-S3b8hW3bBgMQl4AaABAg,Jillian ruined so many lives on that sham biggest loser show. She has zero credibility and it is a joke that she is on your show.
@americafirst360,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugy82rlimAkv0PJhu1t4AaABAg&pp=0gcJCSMANpG00pGi,AMERICAN LATINOS FOR PRESIDENT TRUMP 🇺🇸🇺🇸🇺🇸🇺🇸🫡🫡🫡🫡
@jstengren,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugz3YFZfIXZTensul2p4AaABAg,Why do Americans have to step in sh-t before they realize there's sh-t on the ground? Solve this dilemma and we'll fix our politics once and for all
@blainemcquinn,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgzqTHCjHeDzyGg1NcV4AaABAg&pp=0gcJCSMANpG00pGi,"If Jillian Michaels doesn’t know the law, why does she even care? Oh wait… it’s about “the children”"
@nmk5003,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgzvxzTBlADgA46eBXh4AaABAg,Gillian Michael's doesn't even know the basics about the laws she is discussing. Lmao.
@anthony2230se,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgzOEW4oGNWyX3zfHgZ4AaABAg,Many of President Polk's contemporaries believed that the US should not have started the Mexican-American War or have unfairly obtained Alta California and Nuevo Mexico.
@jacquelinehughes4631,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgzGxnUMeeEzqd65AOF4AaABAg&pp=0gcJCSMANpG00pGi,"Jillian Michaels is so far up Trump and the maga cult ass, she can't see the forest, but for the trees!!!!"
@EBE-13,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgyQUVEe1uHijP_a7dx4AaABAg,"""Apple Farm"""
@EBE-13,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgyQUVEe1uHijP_a7dx4AaABAg,"""Apple Farm"""
@Sbannmarie,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgwjkCpsoGK677Chyq14AaABAg,Is that Gillian  Michaels the fitness gal? Huhhhh. I call this will be her last time here.
@Jayzilla-jr4fr,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgwzrZrHivC6YxX9m314AaABAg&pp=0gcJCSMANpG00pGi,"If the law and process is so important, why did the illegals not follow it? Every country on the planet has the same entry laws. Thank God the US is finally enforcing theirs. Crime is WAY down."
@stabishop1769,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgylFbcllnZrpREc5r14AaABAg,"When someone says ""behooves"" twice within less than a minute, you know they are full of pseudo intelligence."
@EarlAlvinDaniels,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgwJx5mVed5oprLBLBl4AaABAg,"Thank you, Goeff Duncan, for being a reasonable Republican voice."
@SeeCreedGo,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgxJNn7VirTMJsIPK4Z4AaABAg&pp=0gcJCSMANpG00pGi,What about the legal Hispanic community who voted for this. I would love to hear those who did so pressed more.
@tlfocht13,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgzhZF3DYrXSvGT9Zax4AaABAg,Do I need the next booster CNN
@t.r.campbell6585,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugym9-3Gi6IGYge_Tih4AaABAg,"A lot of individuals, particularly from Europe are heading to Argentina.  We need to have some honest reporting about Argentina and their supercharged economy. Argentina seems to be the hotspot for free market capitalism in South America"
@susanschumm8508,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugy6JVbPjpH42tpJmdt4AaABAg&pp=0gcJCSMANpG00pGi,"I absolutely don’t disagree that federal agents (or any law enforcement officers) shouldn’t be attacked, but I also don’t believe that they should have been told or allowed to wear masks. If the work that they’re doing is so righteous then they shouldn’t need to hide their faces. I saw one clip yesterday where it appeared that someone in a law enforcement vehicle appeared to drag and (at least partially) run over a protester, with no effort made that I saw to stop the vehicle or make sure if the person was alright. IMHO the immigration enforcement tactics that I’ve been seeing are horrific and should be totally unacceptable in this country. At least they were prior to Trump. In administrations past I don’t think the idea of chasing farm workers through fields or separating families without due process just for the sake of power was something that anyone had in mind. If someone is truly a criminal, or is believed to be, then treating them somewhat harshly (within the law) is to be expected, but that is not what has been happening since January 20th."
@williamventura7803,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgxU_tKDBKNBwGcqiBZ4AaABAg,*Trump 2028! *The Great White Hope! *The Father of the Modern Nation!🫵
@WestUnionStates,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgyQlbiRwYqSZdzATyp4AaABAg,"I think Julian Michael is on cocaine. Her eyes and loud whispering and fake compassion is crazy. I know why her acting career stunkShe is a producer and actress, known for Kickin' It (2011), Graves (2016) and Ninjago: Masters of Spinjitzu (2011)."
@susanschutz260,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugzyw7cybcw3DiafktF4AaABAg,Why is CNN talking to Jillian?
@StarWarsMike,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgyRZSacINeWrIyOl8R4AaABAg,Who cares what Jillian Michaels thinks? Weird shit.
@MRick-cd1kr,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgyDHCK6ryW1Cq6TVA94AaABAg,Does Gallup Still Have Kamala Winning LOL
@RuthS-m2f,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugxm268khPPGLQajAq14AaABAg,I come from a poor family and my mother told me about picking season and of how her mother and her siblings all went to local farms to pick produce. I don't believe we see that so much these days. Immigrants are  happy to get those jobs just to make a little money and/or escape the brutal regime of their homeland. Unfortunately they have moved from one brutal regime to another.
@WestUnionStates,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgyQlbiRwYqSZdzATyp4AaABAg,"I think Julian Michael is on cocaine. Her eyes and loud whispering and fake compassion is crazy. I know why her acting career stunkShe is a producer and actress, known for Kickin' It (2011), Graves (2016) and Ninjago: Masters of Spinjitzu (2011)."
@StarWarsMike,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgyRZSacINeWrIyOl8R4AaABAg,Who cares what Jillian Michaels thinks? Weird shit.
@MRick-cd1kr,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgyDHCK6ryW1Cq6TVA94AaABAg,Does Gallup Still Have Kamala Winning LOL
@RuthS-m2f,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugxm268khPPGLQajAq14AaABAg,I come from a poor family and my mother told me about picking season and of how her mother and her siblings all went to local farms to pick produce. I don't believe we see that so much these days. Immigrants are  happy to get those jobs just to make a little money and/or escape the brutal regime of their homeland. Unfortunately they have moved from one brutal regime to another.
@MRick-cd1kr,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgxAUoNfppK2PMrwGAp4AaABAg,For Every So Called Immigrant here to pick fruit 20 are here to pick your pockets
@amiramelamed826,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugw6CIzMBMvOFENTEAB4AaABAg,Same pollster that told CNN Kamala would win ..
@Alexandra-uj5qb,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugyp82CFueKulKV-sVB4AaABAg,"I agree with the majority of the panel, but I also like that there's a dissenting voice. However, I wish the counterpoint she offered was more organized and responsive to the other members of the panel. I would like to hear more opposing viewpoints, but her counterpoint was a red herring about a supposed double-standard in the perception of Obama and Trump in terms of their immigration policy. It wasn't actually addressed to the humanitarian and legal concerns raised by the rest of the panel, and while she's correct that Obama got away with a lot of awful immigration raids and deportations, it's clearly not the same thing as Alligator Alcatraz or picking up immigrants at their official hearings to gain legal status, etc. One of the commentators said 'Trump's immigration policy is about making a point, not about making a difference' -- that really resonated with me, and I would like to hear a reasonable counterargument to it -- in part bc I don't see what that might possibly look like."
@PutlerXLO,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgwlKVufbMFX-QBSFDR4AaABAg&pp=0gcJCSMANpG00pGi,Long-time migrants don't like new migrants...strange...
@Shining237,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgzA67Sv1_FipbffF1B4AaABAg,Who will now pick our fruits and vegetables?
@ssilversgs,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugyb_pigGyS-wLwtVCN4AaABAg,"""Behoove"" means a responsibility for someone to do something, and it is a transitive verb.  The podcaster doesn't know what it means.  I wish CNN would present experts instead of ""influencers""."
@purrz3752,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugx0j4xB--PzCKia47B4AaABAg&pp=0gcJCSMANpG00pGi,Finger pointing and party line politics hasn't solved anything in the last 50 years and possibly ever!
@suzibaggett621,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgwGv8MT0M31HVN-Anp4AaABAg,Can you please stop normalizing Jillian.
@Eternalquest-c2o,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugwsg3RWf_C3-IsJ5t54AaABAg&pp=0gcJCSMANpG00pGi,"as an independent , No the American people have not turned their views on illegal immigration ! We have laws in this land and everybody must obey the law or go to jail."
@Mr_Beaubles,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugya2TPxB8K--RV3Ah54AaABAg,oh... give me a break. Stop the pearl clutching. Their parents were probably torn from their homes in front of them.
@Anita-e3h2x,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgyOvhzPEJiOUBri1tZ4AaABAg&pp=0gcJCSMANpG00pGi,"Homan is the commander of the US-Gestapo!! We shall soon be the most pitied people in the Western world... Havin lost every important things: Freedom, wealth, democracy, pride, honour and decency."
@martinx5065,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgxiEXyawqXNCf9V9KJ4AaABAg,Maga all of a sudden cares about child labor laws..So start telling your party to RELEASE THE EPSTEIN FILE MAGA..
@russelltakemoto230,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgygG5-TBB-J9-kDB_14AaABAg,Stand in line!!!!!!  No cutting the line.
@bernardocisneros4402,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgzK-w4uMa02kIDVBPF4AaABAg,Who is the guy dressed up as an woman in the pinstriped suit?
@MsHashy420,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugw-DODgQDiHdj_9Jb14AaABAg,Where's the poll number???
@Mr_Beaubles,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgzRfYNa426E2pj_vyt4AaABAg,Agreed. This Republican still THINKS. Thank you sir.
@Skra67b,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgzFy4EYZS-Vswh0wLJ4AaABAg,What about illegal immigration?
@davidef7773,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugz4HhJzhunwdNuET8V4AaABAg,"Did David Gergen died? he was 83, good age, I will not make it... But, you NEVER, talked about him, the past 25 years, now he DEAD, so, now, HE IS SO WONDERFUL, SON OF THE SOUTH, BLABLABLA, YOU DID NOT TALK ABOUT THIS MAN, FOR 25 YEARS, NOW SUDDENLY, SHE, IS IT, ISN'T SHE... G-D... And than this Sir says, I am gonna die in 5 minutes, really... When someone is ALIVE, LOVE THEM, SAY, I LOVE YOU, I LOST 24 FAMILY MEMBERS IN A PLANE CRASH WHEN I WAS 13, HAD TO LIVE ON THE STREETS, 13/14/15, I WAS COLD, THEY STOLE MY SHOES, MF... I HAD NO SHOES, GOT FROST BITE... THAN 18, I GOT THE MONEY, I WORKED SOO HARD, STUDIED, CUM LAUDE LAW... WHEN SOMEONE IS ALIVE, AND YOU LIKE HIM, SAY, I LOVE YOU, I THINK YOUR PRETTY, I LOVE YOU, THAT LIFE ABOUT..."
@MEanPenguin908,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugxt_CWTYuU6KVjJ2xl4AaABAg,@CNN your segments should be 30 minutes per subject minimum. Get into the real details and nuances. 1 hour or more is best
@diverzzo68,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgxOJhwHvz3gcShsFGx4AaABAg,we don't want to hear anything that dosent pertain to yhe list
@carlFIELD-pj9ej,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugz8rJMK-JDO5qC-IqB4AaABAg,"if they have been here for 20 years , they have had ample opportunity to apply to be legal"
@davidef7773,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugz4HhJzhunwdNuET8V4AaABAg,"Did David Gergen died? he was 83, good age, I will not make it... But, you NEVER, talked about him, the past 25 years, now he DEAD, so, now, HE IS SO WONDERFUL, SON OF THE SOUTH, BLABLABLA, YOU DID NOT TALK ABOUT THIS MAN, FOR 25 YEARS, NOW SUDDENLY, SHE, IS IT, ISN'T SHE... G-D... And than this Sir says, I am gonna die in 5 minutes, really... When someone is ALIVE, LOVE THEM, SAY, I LOVE YOU, I LOST 24 FAMILY MEMBERS IN A PLANE CRASH WHEN I WAS 13, HAD TO LIVE ON THE STREETS, 13/14/15, I WAS COLD, THEY STOLE MY SHOES, MF... I HAD NO SHOES, GOT FROST BITE... THAN 18, I GOT THE MONEY, I WORKED SOO HARD, STUDIED, CUM LAUDE LAW... WHEN SOMEONE IS ALIVE, AND YOU LIKE HIM, SAY, I LOVE YOU, I THINK YOUR PRETTY, I LOVE YOU, THAT LIFE ABOUT..."
@MEanPenguin908,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugxt_CWTYuU6KVjJ2xl4AaABAg,@CNN your segments should be 30 minutes per subject minimum. Get into the real details and nuances. 1 hour or more is best
@diverzzo68,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgxOJhwHvz3gcShsFGx4AaABAg,we don't want to hear anything that dosent pertain to yhe list
@carlFIELD-pj9ej,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugz8rJMK-JDO5qC-IqB4AaABAg,"if they have been here for 20 years , they have had ample opportunity to apply to be legal"
@dpswans,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgwwQo0xm-pka1wlHJ54AaABAg,Child labor is NOT OK no matter the immigration status.
@Angel09-n3u,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgyVtsmN4btK_NtO0g54AaABAg,The farm had more than marijuana. Look up the law Jillian!
@OT_concerned_citizen,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugz1cGKyZ0gpyiyLhWh4AaABAg,Why are ESPN commentators on this panel?
@eancurtis9333,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugx_fyp4c3tory3af_Z4AaABAg,Legal or illegal immigration?
@virgomale75,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgxYu4TPFRbJOucCJEt4AaABAg,When did Jillian Michaels become so political? I think she needs to go back to the fitness crap she was into. IJS.
@scillyautomatic,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugza5K7RYEbqSsv73iR4AaABAg,Oh no!  TWO legal residents are at Alligator Alcatraz.  I guess the sky really IS falling!
@dexterdextrow7248,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgxQ1EdcR8jnxwNdCTR4AaABAg,"It's not illegal to have kids working on your marijuana farms.... Uhm, well, I think you have to oversee you laws America people."
@kfayesiler5642,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgzdPS8Re81dct1kl2d4AaABAg,"Not an easy job, Abby! You did your best but the fitness instructor just wouldn't listen. Not semantics, darlin', it's the law!"
@yarnsprout,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgznzAAApR5n2_og6G14AaABAg,Jillian Michaels...seriously? Legit topic but she couldn't be any less qualified.
@PraiseGodOn,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugx5RoGr-fDv90MxVmZ4AaABAg,CNN with fools on the table
@connormcgregor4578,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgxreC6TKEinc_2bJYF4AaABAg,"When ICE is done rounding up all the migrant farm workers, then maybe ICE (I can't eat) can pick all the crops themselves, cause I sure as fuck ain't doing it. LOL"
@JessicaGarcia-co8sh,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgxXI_lRTnWqoV9PMbx4AaABAg,Why is “The biggest looser” Jillian on this panel?
@andrewfox9074,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgxHQ2N_P1e9To1sNhZ4AaABAg,No they need to go
@gymbell2058,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugw6evXbcj7g3A4DWJh4AaABAg,"I think the Admin is going a great job. I say this because it early and a cut back on spending may be good for the economy. The Admin is maybe going in the wrong directions with deporting concerning the economy, but its to early to tell. If the budget Deficit decreases because of deportations that’s great."
@uniqueuniverse7244,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgyKDOHy8UoEAbkBQGd4AaABAg,The more I listen to this the more I understand why the Dems lost. lol
@FREE-kh5vx,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgxKwzSmAe8rVF-LUj94AaABAg,Stop interrupting!  It makes it very hard to listen to
@surfinjan,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgyAflgNdY6LCixa7SV4AaABAg,"We need to be more balanced.  Can the UFW clarify the circumstances under which individuals were hurt?  What started it?  Did ICE just walk up and begin attacking individuals or did some workers cause issues such as stoning, attacking, throwing themselves in front of a vehicle.  On the ICE side, can they verify they held and presented a valid warrant and operated within the scope of that warrant.  Where are the facts - I don't want to keep hearing unsubstantiated opinions - such opinions only cause further tension and may be based entirely on conjecture."
@tonydivito3489,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgyWrZ1ctnvhGUTbMG54AaABAg,Why are there no California Latinos on this panel?
@HAL9000-AJ,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgyRr1V9X5EkEUqT0-Z4AaABAg,We're not chilling out it's full steam ahead baby
@Boobalopbop,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgwfUwgZB0UpwDf6wMR4AaABAg,Can someone explain to me why Jillian Michaels is brought on to discuss news and politics? Isn’t she a fitness guru? She doesn’t seem to know much about anything.
@dennisshaw7153,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgyHzPWmAPaTqEbERIZ4AaABAg,One party forms and funds the modern day gestapo and we can’t point fingers?
@ELCID-c2m,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgyuxbstQ17hI05h5RB4AaABAg,The European-looking woman is half Arab and Immigrant
@Mr.H-zu1jc,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgzrK1KrgvSWklx264h4AaABAg,We the ppl have the god given right to defend ourselves from tyrannical agents.
@naghs2726,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgyMBJwOziy3H2sfCr54AaABAg,"jillian is nuts, you should not be platforming her"
@charlesritter6640,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgxyIWph8nu03JPjsDB4AaABAg,"Gee, I wonder why"
@jacquelinehughes4631,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugy23Dn2B6xEZpw1l-B4AaABAg,Jillian Michaels get out of the maga cult bubble and listen to the  brother school you on what the American people thinks about Trump's vile approach to immigration
@EDUARDO-bj9wf,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugy0Gp2YGcVyLavEoQJ4AaABAg,America took 5 steps forward with Biden and 20 steps backward with Trump
@LizzyC629,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgyFvlihMGl84_JZjNp4AaABAg,Cause you weren’t paying attention Jillian
@kimkristensen2816,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgyjVpMP4xJrPcZkXBh4AaABAg,Why does people not vote as they pole! For one thing they do not get out and vote. 64% is pafetic and not even close to advanced democracies where this is more like 80-90% because they see it as a previlage and duty to personal effect the politics of their country
@HelgeMoulding,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugx6Wo1YSBG8Eii_oUd4AaABAg,Does Tom Homan sound stoned in that clip?
@JenniferChase-x9h,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugzr2Ek2Fv7Darv3F8t4AaABAg,"Very few people have their full Family History in Canada or the USA.  It is people who are Indigenous or Aboriginal.  Manitoba, and parts of the Northern States, are known as ""Treaty One Territory""."
@mh72videos,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgwQoYjKQMPqQrBYD7R4AaABAg,Maybe there is some hope for Americans.
@dynamicdave2647,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgxiKD4gpKo18SqU7Ot4AaABAg,Why is jillian michaels on this show? So unhinged
@JerbPa,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgxM43X3jhTVv0Fu66h4AaABAg,What is a 14 y/o doing working at a farm? Trying to earn money for their family. Kinda blows the myth of layabouts coming here for handouts.
@xhingle9125,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=UgwxLq-Ma9LaXxraJsx4AaABAg,"Reform, give them pathway"
@chrissisinni5057,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugwe40Bz4OgjKr8ehxJ4AaABAg,Geoff Duncan is amazing
@mato770-s7h,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugy-9rWXmKhu6OOhsEl4AaABAg,Americans will learn a great lesson for voting for Taco.
@HAL9000-AJ,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugwtu7JjXdvU0J-s2fx4AaABAg,"To report a suspected case of an unauthorized immigrant to ICE, you can call the ICE tip line  or use the online tip form. It's important to provide as much detail as possible when reporting, including the individual's name (if known), location, and any specific information about their immigration status or illegal activity."
@HAL9000-AJ,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugwtu7JjXdvU0J-s2fx4AaABAg,"To report a suspected case of an unauthorized immigrant to ICE, you can call the ICE tip line  or use the online tip form. It's important to provide as much detail as possible when reporting, including the individual's name (if known), location, and any specific information about their immigration status or illegal activity."
@susanerickson4676,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugz-1xrSj80_xehPSTZ4AaABAg,Elite Jillian Michaels. Farming is family businesses everywhere. Farm licenses for driving farm vehicles like my cousins went down to 12 years old. Snob about cannabis. “Unaccompanied” said by ICE? They are a reliable source. Her style of expression even is pretty offensive.
@dennisreed3382,,https://www.youtube.com/watch?v=CQL0m1PpFwY&lc=Ugy7aHluWZLmskQI99R4AaABAg,Your polls have been manipulated.  Honest polls show differently.
